,comment,title,date,name,stars
10229,"Sempre molto belli i navigli, non capisco le autorità perché non li rimettono in funzione, addirittura da Locarno a Venezia.Sarebbero una ricchezza enorme per l'economia LOMBARDA.CONSIGLIO DI VISITARLI",Top top top , 10 marzo 2021,timoteo2016,5.0
10230,"Siamo andati in questo museo dopo un po' di ricerca... andandoci oggi abbiamo beccato la giornata di neve intensa, quindi non potevamo scendere a vedere i resti.. il museo è gratuito e le foto sono ricercate e nitide con spiegazioni sia in tedesco che in inglese, per le altre lingue, tipo l'italiano, sono a disposizioni le audioguide... davvero un passaggio da non perdersi...",Museo intenso..., 15 gennaio 2017,Bubina06_,4.0
10231,"Da vedere. Assolutamente! Per chi ama l'arte non può mancare questa tappa.Un museo enorme, zeppo di tesori inestimabili.Solo la disposizione delle sale mi ha lasciata un po' perplessa, ma unicamente perché la loro numerazione non era sempre progressiva. Ma con una mappa del museo tra le mani e quelle che si trovano ai vari piani, non è difficile orientarsi.Per vederlo tutto per bene non basterebbe una giornata. Ma se vi concentrate sugli artisti che preferite, magari ce la fate in una mattinata.",Meraviglia delle meraviglie, 15 luglio 2018,Anna_Farfa,5.0
10232,"Decisamente uno dei luoghi più affascinanti di Milano, dove poter passeggiare senza meta, oppure mangiare o bere qualcosa, o godersi la movida. ",Affascinante, 15 agosto 2017,Enzo,5.0
10233,Visto e rivisto in milioni di film è molto più grande di quel che ci si immagina. Bellissimo e immenso pieno di cose da vedere. Bellissima anche la passeggiata in carrozza nel periodo natalizio. ,Come in un film., 16 marzo 2020,Moniah1905,5.0
10234,"Viaggio molto per lavoro, ci sono stato l altra sera  dopo aver lavorato, tutto sommato è un bel posto , ci sono molti locali da visitare.",Belli, 23 giugno 2019,antonio G,4.0
10235,Una chiesa meravigliosa considerata la Cappella Sistina di Milano. Assolutamente da vistare l'aula delle monache con l'organo di Antegnati!,da non perdere, 10 gennaio 2014,viviana a,5.0
10236,Immenso..impossibile da visitare secondo me in un unica giornata...l'atmosfera è magica..consiglio di prendersi tutto il tempo necessario per visitare le sale dedicate ai grandi della pittura..tappa obbligatoria in questa fantastica città,Bellissimo, 15 ottobre 2017,Francesco B,5.0
10237,"Con la nuova darsena, l'intera zona ha cambiato aspetto diventando godibile sia di sera, che di giorno. Non si può non andarci, passando da Milano",Restituito alla città, 14 settembre 2016,heikudo,4.0
10238,"Se sei a NY, anche solo per pochi giorni, non puoi non dedicare una mattinata a passeggio nel parco più famoso al mondo .",il parco più cool al mondo, 23 settembre 2016,pianoforte2000,5.0
10239,Non ho mai visto prima una chiesa completamente piena di fantastici affreschi del '500. Assolutamente da vedere.,Meravigliosi affreschi, 7 novembre 2018,Ritapocci,5.0
10240,"Bellissima,chiesa tutta affrescata su grandi superfici e due ambienti distinti.Visita gratuita e gestita dai bravissimi volontari del Touring Club (un plauso a queste persone che si mettono a disposizione della collettività).Un luogo di Milano assolutamente imperdibile durante una visita in città.Facilmente raggiungibile da piazza del Duomo anche a piedi percorrendo via Meravigli.",Capolavoro in c.so Magenta, 6 settembre 2017,Attilio S,5.0
10241,"Si sente molto spesso parlare dei Navigli come di un posto straordinario...sarà ma io non ci trovo niente di stratosferico.Luogo senz'altro carino, in cui la movida del weekend, specie d'estate, trova la sua consacrazione tra locali, pub, ristoranti ecc ma è anche un posto dove regna la piu totale confusione e a volte si assiste a forme di degrado che non sono proprio il massimo.Piena di giovani e meno giovani, di tutte le estrazioni sociali che confluiscono qui per passare qualche ora in allegria. A volte si fa fatica a camminare.Ad inizio anno mi è capitato di passarvi per andare ad un corso di aggiornamento in zona, la mattina con il sole che sorge e le belle giornate la zona puo avere senz'altro il suo fascino (cosi come alla sera quando tramonta) ma non è in cima ai luoghi che preferisco per un aperitivo , una bevuta o una serata con amici.Conviene raggiungere la zona  in bici o in metro ( fermata Porta Genova) se si è poco pratici altrimenti per chi è esperto ci sono alcune zone strategiche dove parcheggiare senza problemi poco distante.","Nella media, per me niente di eccezionale", 22 marzo 2016,Toretto70,3.0
10242,"Non ero mai stato in questa zona di Milano (parto prevenuto, Milano non mi piace). Sicuramente è valida se cerchi una proposta aperitivo/cena ma lo charme del luogo finisce lì...",Giusto per i locali, 18 maggio 2018,OKilo1981,3.0
10243,Un duomo che ti fa rimanere a bocca aperta x il suo splendore e mastodonticitá. A consiglio la visita nel tetto anche se la fila scoraggia. ,Soettacoli, 5 novembre 2019,Roberto F,5.0
10244,Bello..bello..bello..proprio come abbiamo visto in numerosi film..abbiamo passeggiato più di una volta per ore in questo parco e ne siamo sempre usciti rilassati!!,Polmone verde, 20 dicembre 2016,Simone S,5.0
10245,"Ho usato questo rosso da qualche parte della città ad essere come Venezia con molti canali che serviva per mezzi di trasporto.Oggi, il Quartiere Navigli ha due canali con i loro piccoli ponti affascinanti.Lungo i canali, troverete una varietà di - café bar, ristoranti per gustare con la famiglia, gli amici o da soli, avendo un bel momento.Ci sono un sacco di cose da fare e luoghi da visitare nella zona dei Navigli, da gallerie d'arte, negozi, ecc. Andare lì per una lunga passeggiata è anche un'ottima idea.Da non perdere, è un posto molto piacevole con un'atmosfera fantastica intorno ad essa, di giorno o di notte.Prendere la stazione della metropolitana per arrivare, è la fermata Porta Genova.Scoprite questa altra faccia della sempre meraviglioso, Milano.Divertitevi!È possibile arrivare in metropolitana: fermata Porta Genova è a pochi minuti da essa.",Hanno un bel momento!, 27 novembre 2014,Cecilia,5.0
10246,"Due passi lontano dal caos di NY? Dove? A NY! Incredibile, ma sembra di entrare in un altro mondo e Central Park è questo: un angolo di pace nella città sempre attiva",Bello bello bello, 9 ottobre 2016,Matteo C,4.0
10247,"Nel week end culturale a Milano non può mancare la visita al Duomo. Innanzi tutto la visita della terrazza, circondati da turisti cinesi, giapponesi e russi, che è davvero spettacolare: scorci magnifici, viste panoramiche della città di grande bellezza, seguendo un percorso che si dipana tra statue, guglie e ricami di pregevole fattura. Il passaggio tra la terrazza e l'interno del duomo avviene attraverso una interminabile scala a chiocciola: alla fine della discesa il passaggio tra l'angusto e lo spazio immenso delle navate è disorientante. Cinque navate scandite da enormi pilastri costituenti l'ossatura portante della chiesa, un transetto a tre navate, un presbiterio profondo e un'abside con altissime vetrate colorate. L'aspetto generale è quello di un edificio un po' cupo anche a causa della funzione portante dei paramenti murari perimetrali che limita l'estensione delle vetrate, in piena coerenza con l'espressione tipica del tardogotico europeo. Cinque secoli per completare un'opera straordinaria, assolutamente, da non perdere. ",Un viaggio lungo cinque secoli., 8 maggio 2019,Renato G,4.0
10248,"Non sono un amante dei musei, ma devo dire che sono rimasto impressionato da questo museo e naturalmente dai dipinti di Picasso, con particolare riferimento al Guernica! da visitare se si è a Madrid ",Bellissimo, 27 ottobre 2017,Beppe P,4.0
10249,"Fino all'inizio del secolo scorso Milano era attraversata da canali e Navigli navigabili, che piano piano, per trasformare la città nel distretto industriale d'Italia, sono stati interrati fino a lasciare solo qualche piccolo assaggio qua e là. Fa eccezione il distretto dei navigli, molto interessante: i due navigli, uno in entrata e l'altro in uscita dalla città, sono tutt'ora navigabili ed in passato erano usati per il trasporto merci su barconi trainati da cavalli guidati a mano dalla riva, anche grazie a chiuse progettate da Leonardo da Vinci nel suo periodo di soggiorno alla corte dei Signori di Milano, al Castello Sforzesco. Da non perdere un giro nelle viette che portano al Vicolo delle Lavandaie, dove si possono ancora vedere le postazioni di lavoro  delle lavandaie appunto, quando il loro lavoro era svolto su lastre di sasso affiancate una all'altra prospicienti l'acqua che scorre.",Una Milano ... d'acqua, 25 settembre 2016,Giuseppe F,4.0
10250,Se siete in centro e avete visto la porta di Brandeburgo vi consiglio di vedere anche questa installazione anche se a me personalmente non ha entusiasmato particolarmente,Da visitare , 25 aprile 2019,Mrdc M,4.0
10251,"Il verde nel grigio , ottimo abbinamento, fantastico giardino , parco dove passeggiare e staccare dal caos calmo..",Un polmone , 30 ottobre 2019,Spazio G,5.0
10252,E' sempre bello camminare lungo i NAVIGLI ma durante il periodo natalizio l'atmosfera diventa magica. Il riflesso delle luci sulle acque al tramonto è uno spettacolo da non perdere.,Passeggiata magica, 12 dicembre 2017,Mario C,5.0
10253,"Spinto dalle parole delle moltissime recensioni qui su Trip mi sono recato in questa chiesa, l'aspetto esterno non è un granché, ma è l'interno il vero capolavoro! Pareti completamente affrescate, e che affreschi! La parte sinistra è in restauro. Tutto veramente splendido, peccato che sia poco conosciuta! Da non perdere anche il coro delle monache, uno spazio anch'esso affrescato, che si trova proprio accanto alla chiesa (si entra però dall'ingresso del museo archeologico). Chiesa e Coro completamente gratis...che volere di più per ammirare simili capolavori?!",Incredibile sorpresa, 3 agosto 2017,Gabriele N,5.0
10254,"Ti lascia sbalordito!!  340 ettari di bellezza, pulizia, serenità,educazione!!  Fantastico!! Noi ce lo siamo goduto a pieno dopo una lunga sfacchinata da Harlem, prendendo l'entrata del parco a nord e tirando dritto fino a sud al Leterary Walk,""la camminata degli scrittori"" dove ti ritrovi direttamente dentro le migliaia di film ambientati in quel luogo strabiliante!!  Consiglio... Andate!!",TOP, 21 ottobre 2015,Fabio F,5.0
10255,"Tappa obbligatoria nella visita della capitale, praticamente due musei in uno, nella parte esterna ancora resti del famoso muro e resti del quartier generale della gestapo con immagini che rimandano alla persecuzione di 80 anni.  Nella sezione interna, un percorso di almeno un'oretta (chiedete dell'audioguida) con pannelli piene di foto e documenti che spiegano nel dettaglio l'orrore della dittatura tedesca. Tutto gratuito. Per chi vuole conoscere appieno il passato e la storia, questo è il luogo giusto",Tappa obbligatoria, 27 novembre 2018,riccia1886,4.0
10256,"Forse dall'esterno non si direbbe che all'interno ci sia un capolavoro ma questa Chiesa, come molti angoli di Milano, è nascosta oltre una facciata anonima che non invita ad entrare. Quando ci si affaccia però si scopre un'esplosione di colori e di arte. E se poi si varca una porticina nascosta a lato dell'altare, si comprende perchè viene citata in tutte le guide.",Fantastica!, 6 settembre 2017,Luiredi,5.0
10257,L'area è piena di fascino e ci sono alcuni buoni ristoranti qui. Può essere un po' puzzolente a volte però/,Molto atmosferico, 6 novembre 2018,Stephanie058,4.0
10258,"Bellissimo, incantevole, spettacolare,altro non so dire, vorrei esserci stato tanto di piu’...ciclisti, corridori, bambini, spettacoli, tutti insieme senza disturbarsi!!",Passeggiata a Central Park, 30 dicembre 2019,Comsider1970,5.0
10259,"La Porta di Brandeburgo è uno dei monumenti più iconici di Berlino, e una visita al suo interno è un'esperienza davvero unica. La sua maestosa architettura in stile dorico è davvero monumentale, e si può dire che sia una vera e propria opera d'arte. Le sue imponenti colonne e archi sono una vista da non perdere, e una volta che ci si trova lì, si può davvero sentire la storia che la circonda. La Porta di Brandeburgo è una delle porte più grandi del mondo, e la sua presenza è una testimonianza della storia e della cultura della Germania. Se siete alla ricerca di un'esperienza unica, non esitate a visitare la Porta di Brandeburgo!",Un Monumento Colossale dell'Ordine Dorico, 14 maggio 2023,Izaak,5.0
10260,"rubens, goya, tiepolo, velasquez, caravaggio, tiziano, van dick e moltissimi altri, sono ospiti con le loro opere di questo bellissimo museo che non si può non visitare.",come si fa a non visitarlo, 8 novembre 2017,Sebastiano C,5.0
10261,"Central park e' un polmone verde, meraviglioso! immenso e ben curato, si trova proprio nel cuore di new york, di cui si vedono i grattacieli",meraviglioso, 16 agosto 2016,laura b,5.0
10262,Se dal Duomo percorri tutta via Torino e superi le colonne di San Lorenzo giungi ai navigli. Si tratta probabilmente del luogo più frequentato dai ragazzi che vivono in Milano. Pienissimo di locali e di gente tutte le sera. Si trova dal locale fast food a quello più elegante. Se hai voglio di movimento non puoi mamcare.,Vita mondana Milanese, 4 novembre 2018,Antonio L,5.0
10263,"Il parco non solo era più bello di quanto pensassi ma era anche molto grande. Pieno di sorprese: parcogiochi, laghetti, zoo, ecc.Molto verde e ben tenuto. Mi aspettavo peggio.",Più di quanto pensassi, 26 giugno 2018,David S,5.0
10264,L'ascesa alla cupola vale la visita.Da lì avete una vista mozzafiato sulla città e sui numerosi parchi lì attorno.Quando siamo andati era gratuito,Da non perdere, 25 agosto 2019,robiedani,4.0
10265,"Conosco abbastanza bene Milano e ci vengo spesso, ma non conoscevo questa chiesa. Da fuori è normalissima, quasi anonima, ma quando si entra...wow! Tutto cambia completamente! E' veramente affascinante e ti lascia a bocca aperta da quant'è tappezzata di affreschi. Non per niente è soprannominata ""La Cappella Sistina"" di Milano. Da visitare assolutamente, non solo per gli amanti dell'arte.",Un capolavoro inaspettato, 14 aprile 2017,PaolaFly87,5.0
10266,"Immerso nel verde, gli americani sono amanti dello sport e la domenica mattina sono lì tutti a correre",Incantevole, 23 febbraio 2016,gaetarav,5.0
10267,Central Park è bellissimo da visitare... vive di storia ed è il silenzio all'interno del caos della città. Gli scoiattoli passeggiano insieme a te. ,un cuore naturale in una grande città, 26 giugno 2017,simonabacicca,5.0
10268,"Non credo esista un parco più bello di questo al mondo, più suggestivo, più accogliente, in un attimo sei lontano dalla folla e dal caos di NYC, in un ambiente curatissimo e pieno di attività da fare, come per esempio noleggiare una piccola barca e godersi il parco dai suoi laghetti. Semplicemente stupendo. ",Impareggiabile, 21 agosto 2018,Jo08,5.0
10269,"Pur essendo inverno il parco offre angoli suggestivi. La presenza dei diversi laghi con le paperelle fa atmosfera. Sempre pieno di gente che passeggia, corre, gioca è  un bel posto per rilassarsi.",Parco con angoli suggestivi, 6 gennaio 2016,aieou,5.0
10270,"Personalmente. È stata una meravigliosa .esperienza, e sopratutto spero di avere ancora  l'occasione tornando in questa città di ripetere l'esperienza ho imparato molto visitando questa meravigliosa. Chiesa.",Consigliato, 3 maggio 2017,Alberto R,5.0
10271,È un posto fantastico per indulgere nell'arte di aperitivo. acquista un cocktail e mangiare tutta la notte. Passeggia lungo i canali e guardare le persone.,Aoeritivo a Milano, 4 novembre 2018,Dortrev,5.0
10272,Non si può non andare semplicemente bellissimo. Una visita non dura meno di tre ore perlomeno con bambini.,Bellezza, 23 giugno 2018,Grazia A,5.0
10273,"Dopo circa 20 anni sono ritornato con amici a fare un giro ai navigli e devo dire che i cambiamenti in meglio sono stati molti a partire dalla Darsena rifatta.Passeggiando per i navigli si possono vedere una grande quantità di locali molto belli ed alla moda dove fermarsi per un aperitivo, molti ristoranti, gelaterie, bei negozi molto interessanti di antiquariato ed artisti di strada che intrattengono con musica e spettacoli molto belli; inoltre per chi piace il genere l'ultima domenica di ogni mese c'è un bel mercato dell'antiquariato.in conclusione un posto molto bello per una serata di divertimento con amici ma anche un posto molto romantico per una bella passeggiata al tramooto o al chiar di luna.",con la Darsena rifatta ora ancora più belli, 29 agosto 2016,Emilio S,5.0
10274,È uno dei musei migliori che abbia visitato. Molto bella è l'opzione per la quale gli studenti universitari entrano gratis mostrando il badge. È veramente enorme e con un numero infinito di quadri. Da visitare assolutamente in una vacanza a Madrid! ,Spettacolare!, 5 novembre 2017,Tony W,5.0
10275,"Non si può visitare Madrid senza passare dal museo del Prado. Da solo vale il viaggio.Organizzato benissimo su tre piani.Consiglio di studiare prima l'itinerario interno con le opere che si vogliono vedere, altrimenti vista la vastità del luogo si rischia di disperdere le energie.Cito solo alcuni artisti.....Goya, Velasquez, El Greco, Caravaggio, Rubens, El Bosco e tanti altri",Magnifico, 4 gennaio 2018,Vinccenzo c,5.0
10276,"Assolutamente da vedere per chi va a Milano.Struttura suggestiva dentro, dall'alto e da fuori.Con il Ticket ""Stairs Pass"" si parte dall'alto per poi arrivare all'interno del Duomo e scendere fino alla zona archeologica",Spettacolare, 9 settembre 2019,Elisabetta,5.0
10277,"Monumento da non perdere per la storia di Milano e Lombardia; da vedere la cripta e la passeggiata sui tetti del Duomo, con il bel tempo panorama bellissimo sulla città e dintorni fino alle prealpi. Il Museo racconta tutta la storia della città.",storia di Milano e curiosità, 12 dicembre 2018,SilviettoBernareggio,5.0
10278,"I Navigli sono una parte importante di Milano, misteriosa, bohémien, ma anche alla moda, ricca di locali, accompagnati dalla magia del corso d'acqua.",Affascinanti, 27 luglio 2016,rubina_rubidu,5.0
10279,"molto interessante durante la mostra dell'antiquariato che si tiene l'ultima domenica del mese, tanti espositori: dal vintage, al modernariato all'abbigliamento di tendenza.",bellissima cornice, 4 novembre 2018,carlo l,5.0
10280,Siamo andati in darsena e lungo il Naviglio a fare una passeggiata durante il tramonto. Che romantico !,Che presepe .., 3 gennaio 2017,Norma F,4.0
10281,"Uno dei musei più famosi al mondo, con innumerevoli capolavori classici, famosi in tutto il mondo. Serve molto tempo per essere visitato per la qualità e la numerosità dei capolavori. ",Museo classico, 15 ottobre 2019,Food Trip Go,5.0
10282,"Museo sicuramente da vedere, meglio prendere il biglietto on line che consente di saltare la fila, che in certi orari è molto lunga. Biglietto 15,50 € minori anni 18 e ragazzi studenti fino ai 25 anni entrano gratis, portarsi documenti di riconoscimento e università appresso. È vietato fare foto all'interno",Come altri Musei, 29 dicembre 2019,Currioru,4.0
10283,Gratis ma Da prenotare on Line o in loco (ci sono sempre posti a disposizione che però finiscono in fretta). Audioguida inclusa.,Bella esperienza con vista a 360 gradi su Berlino, 24 ottobre 2019,redros1977,4.0
10284,"Maestoso e sempre bello, bello il Duomo e la piazza. Milano offre sempre in qualsiasi momento dell’anno piacevoli serate ed eventi ben organizzati. Il clima questa settimana ci ha aiutati non poco...",Corso a Milano a 100 Marina Romagnoli dal Duimo, 31 marzo 2019,Marina R,5.0
10285,"Mi aspettavo di vedere un museo completo di varie opere d'arte invece praticamente è una pinacoteca quasi del tutto dedicata ai pittori spagnoli. Dopo le prome sale la visita diventa monotona al limite del noioso. Intervallare i quadri con altre opere sarebbe, a mio avviso, molto meglio.In ogni caso parte delle opere esposte sono davvero interessanti ma tra ingresso e audio guida 21 euro sono esagerati.",Un pò monotono, 19 luglio 2018,Enzo T,3.0
10286,"Gigantesco, il vero polmone di NYC. Mi è capitato di passarci più volte durante la mia permanenza a New York. Una di queste ci ho mangiato la pizza da asporto di un locale nelle vicinanze... Uno spettacolo!  ",Immenso, 5 gennaio 2018,Sara M,4.0
10287,"Non si può dire che siano belli,ma di sera quando si riempiono hanno il loro perché. In agosto quasi l'unico posto pieno di gente,ricco di ragazzi e bar,sicuramente più fresco rispetto agli altri quartieri. Certo non brilla per eleganza e soprattutto l'acqua torbida e a livello della strada non aiuta,però la sera diventa sicuramente più interessante.",Movimento serale, 16 agosto 2022,arystellina,3.0
10288,Grandissimo impossibile poterlo visitare tutto in poco tempo ricco di attrazioni e punti di ristoro adatto per trascorrerci intere giornate all’aria aperta .,Parco pubblico, 31 agosto 2019,Sciassa,4.0
10289,foto e immagini dell'ascesa del Nazismo e delle sue nefandezze vicino ai frammenti del muro di Berlino. Se passate di lì una occhiata  va bene ma non è che mi abbia  particolarmente entusiasmato,interessante ma onestamente  di che, 10 maggio 2023,romanoerrante,3.0
10290,"rimessa a nuovo completamente per expo, la zona dei navigli è rinata negli ultimi anni!tantissimi bar,locali e ristoranti. prezzi un po cari, ma anche solo per una passeggiata o un aperitivo non delude mai.",ottimo per la movida, 3 maggio 2016,travelover1985,5.0
10291,parco immenso nel cuore di manahattan. Notevole e suggestiva la folla che ancora si accalca allo stawberry field dove un nostalgico chitarrista esegue tutte le canzoni dei Beatles. D'obbligo il giro in barca a remi con veduta sul famoso Dakota.,central park, 13 settembre 2016,63daniele,4.0
10292,"Come consigliato dalla stessa padrona di inn, siamo stati in questo hotel per l'ultima cena prima di far ritorno a casa! Ottima area e vivace folla! E' un bel ritrovo milanese",Ottimo ritrovo, 27 dicembre 2013,Suma M,5.0
10293,"Bellissima esperienza in bici, noleggiata a pochi dollari. Per completare il giro ci si impiega 1h circa, ma consiglio di prendersela con comodo e fermarsi a gustare i paesaggi che offre il polmone verde di NY.Ovunque giri nel parco è stato girato un film, consiglio anche di fare un giro a piedi e di inoltrarsi nel centro del parco.La posizione in città è ottima per proseguire il viaggio verso qualsiasi destinazione. Assolutamente consigliato ",Giro a piedi e in bici, 10 agosto 2019,A&S,5.0
10294,"Esci dal centro, pochi minuti e ti trovi in una serie di vie unite fra loro che attraversano i Navigli, dove è impossibile non trovare il locale che fa per te, ma soprattutto dove non sei mai solo",Di tutto un pò....., 16 ottobre 2017,CHIARA D,5.0
10295,"Uno dei parchi più belli mai visto, all'interno si trova di tutto, da vedere il ponte bianco scena di tanti film, il mosaico di Lennon dove è stato ucciso, i polizziotti a cavallo. Consiglio il noleggio della bici.",Bellissimo, 11 luglio 2017,Fabiusbg,4.0
10296,"Non esistono ""review"" da fare! Bisogna solo osservarlo dal vivo e ammirarlo.L'esterno è favoloso. L'interno altrettanto e merita di essere visitato, quindi vale la pena fare qualche abbondante minuto di fila!",Capolavoro di architettura, 2 dicembre 2013,Fpm1906,5.0
10297,"Visitare questo sito non è di certo una qualsiasi tappa dell'itinerario turistico, questa attrazione, suscita emozione, compassione e rabbia. Anche se questa è una visita fai da te, perché non c'è nessuna accoglienza turistica ne guide, ma vale comunque una visita ed una riflessione.",Da non perdere!, 13 novembre 2017,725Francesca,4.0
10298,"Anche se occorre fare una lunga fila, vale sicuramente la pena di entrare nel duomo e soprattutto merita salire sulle gugldfie per ammirare la madonnina ed un panorama incredibile. ",Un gotico affascinante , 21 ottobre 2016,Rizzo M,5.0
10299,Sono venuta sui navigli a fare un giro con un amico. Non avevo mai usato tripadvisor per principio ma ho cambiato idea anche io voglio lasciare il mio contributo. Ragazzi i Navigli sono una di quelle poche zone di Milano che meritano d’essere visitati ed apprezzati. Il canale è ronanticissimo soprattutto di sera,Un giro, 15 gennaio 2020,Gianna,5.0
10300,I filmati dei berlinesi che saltano dalle finestre fuggire sono commoventi. Un luogo da visitare assolutamente.,Da vedere assolutamente., 7 aprile 2017,Chiara S,5.0
10301,"appena arrivata mi ha dato l'impressione di essere in un cantiere. camion che scaricavano polveri, vado più avanti, raggiungo i navigli e vedo solo sassi e spazzatura dove doveva esserci acqua, in più una puzza... è stata una delusione incredibile!",la delusione, 11 ottobre 2014,Roberta,1.0
10302,"Uno spettacolo naturale totalmente rilassante in mezzo ai grattacieli. Assolutamente imperdibile Central Park, soprattutto se si viaggia con bambini piccoli. ",Spettacolo, 5 ottobre 2017,Scania82,4.0
10303,"ho visto questa chiesa con la mia famiglia che era passata a milano a trovarmi. ho trovato la chiesa una scoperta, davvero singolare. da vedere. unica!",una chiesa meno conosciuta e altrettanto meravigliosa, 2 ottobre 2016,Gianluca M,5.0
10304,Sono stata l'anno scorso a visitare la chiesa con Milano Guide.La visità è davvero spettacolare e la chiesa splendida.Ovviamente aver fatto la visita guidata è di certo un plus non indifferente perchè abbiamo visto tantissime cose e particolari interessanti.Peccato per i ponteggi... quando sono andata io una parte della chiesa era in restrutturazione.,Bellissima la chiesa, 10 gennaio 2015,ericab1975,5.0
10305,"Un memoriale impressionante, molto commovente ...Un luogo della memoria, per non dimenticare....da vedere...",Per non dimenticare, 15 ottobre 2020,Martina,5.0
10306,Fate una breve passeggiata in qualsiasi momento della giornata per un drink e per mangiare.Ora di notte è il migliore.I canali sono ravvivate da bar e ristoranti pieni di gente.Spostarsi da un bar all'- drink accanto il loro vino e ottenere antipasto gratuito quindi scegliere un ristorante di ottima cucina milanese.Non si può andare a Milano e non fare Navigli!,Deve fare!, 25 giugno 2013,Michael J,5.0
10307,"Per la prima volta in questo museo, mi sono trovato immerso nella magnificenza della pittura spagnola , in tutte le sue espressioni e testimonianze . A parte Velasquez , ( Sua la Statua davanti al Museo ) , Goya viene mostrato nella sua intera vita artistica, senza dimenticare tanti altri famosi rappresentanti della pittura europea ( Rubens , Tiziano , ecc ecc ) Importante anche la sezione dedicata alla pittura fiamminga . Per chi ama l’arte, questo museo rappresenta un vero e proprio punto di riferimento.",La Casa di Velasquez, 1 novembre 2018,Giovanni V,5.0
10308,"Lo definirei pinacoteca perché prevalentemente ospita quadri, mentre la sezione scultorea è molto limitata. Abbondano le opere di Goya e Velazquez e Rubens. Ci aspettavamo di vedere Caravaggio e Beato angelico ma le opere sono state spostate in una mostra estemporanea che va pagata a parte. E dopo 15 euro mi sembra esagerato. ",NE VALE LA PENA , 15 agosto 2019,Giada Tiziana Orobello,4.0
10309,"parco grandissimo dove si puo correre, camminare ,andare a cavallo,prendere una barca e fare un giretto nel lago...è veramente grandissimo e pieno di stupendi scoiattoli pronti a  mangiare dalle vostre mani!!",una polmone dentro la città...pieno di scoiattoli!!!!!, 9 settembre 2019,max t,5.0
10310,"Passeggiare lungo il muro dipinto è una bella esperienza. I murales smorzano ciò che il muro rappresenta ma allo stesso tempo focalizzano la realtà di ciò che fu... una divisione delle persone, delle famiglie, delle speranze.Il più famoso, quello del bacio tra breznev e honecker è il più famoso ma tutti valgono la pena...",Arte contro la divisione, 28 giugno 2019,Elena B,4.0
10311,Fantastica esperienza con merenda finale in cima al Reichstag!!! Panorama mozzafiato a 360 gradi sulla città.,Fantastica esperienza , 5 gennaio 2020,Matteo P,5.0
10312,"Cosa dire... i Navigli a Milano sono qualcosa di unico. L'atmosfera, la gente, i colori.Un insieme di angolini da scoprire passo dopo passo. Imperdibili",Top, 24 maggio 2018,SerSil,5.0
10313,"All’esterno una semplice chiesetta, all’interno un’esplosione di affreschi e colori, da lasciare a bocca aperta ma allo stesso tempo da infondere una sensazione di serenità, che da tanta ricchezza decorativa non ci si aspetterebbe mai. Affacciato su corso Magenta, questo piccolo santuario non molto noto, può essere una momentanea fuga dal traffico e un assaggio di cultura religiosa. La particolarità, tra le molte sacre rappresentazioni, è la presenza di dipinti paesaggistici, di tecnica particolare, che contribuiscono a rendere l’atmosfera in cui ci si immerge per caso, ancora più unica. ",Gioiellino sconosciuto, 31 marzo 2018,Allegra L,4.0
10314,"Se non lo vedi non ci credi, semplicemente immenso, le vetrate sono da contemplare una per una, tanto sono belle",Fantastico, 15 gennaio 2019,Daniele F,5.0
10315,"Un luogo incantevole per una passeggiata di notte o di giorno. Bellissimi negozi, edifici, la vista e l'atmosfera. Ottimi ristoranti",Vale la pena di visitare - un gioiello nascosto, 13 gennaio 2013,BristolPete1,5.0
10316,Gotico nella sua espressione piu bella e maestosa. Una macchina imponente con guglie incredibili. Una storia costruttiva intricata e tuttora aperta,Il simbolo di Milano, 12 febbraio 2019,Roberto M,5.0
10317,"Abbiamo noleggiato le Bici e per chi vuole visitare  tutto il Central Park con 3 ore circa in bicicletta si può fare il giro di tutto il parco fermandosi e visitando i luoghi sulla mappa che ti rilasciano. Ci sono laghi boschi fontane  e scoiattoli che si lasciano fotografare da vicino,  bellissimo.Da non Perdere",Giro in Bici a Central Park, 22 ottobre 2019,Fabrizio P,5.0
10318,"Ieri pomeriggio, durante la pausa pranzo, mi sono concessa una visita a questa Chiesa monumentale che, considero un vero gioiello capolavoro al pari della Cappella Sistina in Roma. Sono rimasta particolarmente colpita dalla volta celeste all'entrata, opera di Bernardino Luini. Da non perdere assolutamente.",La Cappella Sistina di Milano, 2 aprile 2017,Marinella192,5.0
10319,"Premetto che le opere custodite valgono abbondantemente il costo del biglietto così come l'eventuale fila, in ogni caso, la disorganizzazione ha la tela più bella. File sconclusionate ovunque, un suggerimento, acquistate sul web i tickets e se al vs. seguito si trovano dei teen ager tornate all'ingresso principale e chiedete i tickets gratuiti esibendo da smartphone l'email che ricevete da ""tiqets"", dispiace notare che i madrileni incontrati quel giorno al Prado non siano riusciti  a spiegarsi in un inglese apprezzabile o comprensibile, considerato che il Prado attira turisti da ogni parte molte persone hanno perso l'opportunità di visitarlo perchè stanche di rivolgere domande a persone che non rispondevano ... Una volta dentro si scorge l'assoluta mancanza di un layout adeguato per seguire alcuni artisti rispetto ad altri, così il Caravaggio.. si trova, avanti, a destra, sotto, nr. 54 anzi, 55, no, 65. Se avete moooolto tempo da perdere, usate l'audioguida, e non tirate fuori il cellulare per una foto alla tela, il personale è pronto a mordere :)",le stelle sono per l'organizzazione. per i cartelli assenti., 11 gennaio 2019,wolveandwolves,3.0
