Unnamed: 0,comment,title,date,name,stars,sentiment
3563,"Disposizione delle sale caotica, non mi ha entusiasmato. Vista la fama che ha pensavo molto meglio...","Vale solo il nome, se avete poco tempo passate oltre.", 1 maggio 2018,Gaia S,1.0,negative
1951,"Get your guideVisita con guida tedesca che ci ha risoIn faccia quando ha visto che eravamoItaliani e non parlavamo tedesco.Alla richiesta di alcune info in inglese,Ci ha risposto con supponenza che avevamo acquistato il tour in tedescoE ci ha deriso di fronte al gruppo.Un atteggiamento di grandeIgnoranza !!!",Reichstag, 3 marzo 2019,Marco B,1.0,negative
10912,"Il duomo di Milano, nella sua imponenza e maestosità, è sempre bello visitare. Un grande valore artistico. Ora occorre avere pazienza per la fila e i controlli di sicurezza per entrare. Ma si viene appagati di poter ammirare tanta bellezza.",bellissimo, 27 gennaio 2019,K-Kamelia,5.0,positive
18641,"A differenza di quello che c'è scritto sul sito del Duomo, anche se si prenota, si deve fare da una a due ore di coda per entrare sulle terrazze. Per l'entrata al Duomo dipende dall'orario. Un po' di coda c'è sempre anche solo per entrare nella chiesa.",Coda anche se si ha la prenotazione, 8 aprile 2023,Roberta R,1.0,negative
10315,"Un luogo incantevole per una passeggiata di notte o di giorno. Bellissimi negozi, edifici, la vista e l'atmosfera. Ottimi ristoranti",Vale la pena di visitare - un gioiello nascosto, 13 gennaio 2013,BristolPete1,5.0,positive
18937,C'era una buona scelta di ristoranti canalside variegati che offrono una varieta' di opzioni di menu. Unico inconveniente è stato valore ampiezza media e l'interruzione continua di pasto da venditori ambulanti di fiori ecc. sui tavoli esterni.,Buona scelta Dominicane locali, 26 gennaio 2017,Jonathan B,3.0,neutral
3020,"zona molto divertente di milano, piena di ragazzi e ragazze nei piccoli bar lungo il naviglio. locali molto low cost",zona giovanile, 2 gennaio 2017,waltertagliaboschi,3.0,neutral
1442,"Central park è un rifugio spirituale dalla caotica città di New York... E' stato un vero piacere rilassarsi in quel parco. Do 3 stelle perchè il lago che si trova all'interno puzza di una maniera nauseante, da vomito. In alcuni punti è trascurato. Ci ritornerei volentieri...ma starei lontano dal lago.",Un pò di verde..., 17 giugno 2016,Achille1985,3.0,neutral
151,"Non si può andare a Berlino senza passare per la East Side Gallery, ma purtroppo è diventato un luogo troppo turistico. Invece che essere ammirato per i bellissimi graffiti, ormai viene utilizzato dai visitatori come lo sfondo di foto ricordo in stile fashion blogger, che personalmente trovo di poco gusto, questo vale specialmente per i tratti più noti, per i quali dovrete fare la fila anche solo per riuscire a vederli.Considerato quanto sopra consiglierei di farsi una passeggiata nelle ore meno affollate, per esempio di prima mattina. Nonostante tutto, ho trovato la passeggiata lungo il muro, di circa 1km, particolarmente toccante.","Luogo imperdibile, ma molto turistico", 4 novembre 2018,Giulia C,3.0,neutral
459,"Abbiamo visitato questo memoriale che salendo sulla terrazza del memoriale si capisce bene cosa poteva essere la divisione durata 30 anni! Si scende alla stazione metro che veniva chiamata stazione fantasma perché quando c’er Il muro alcune stazioni erano state chiuse ed il treno passava ma senza fermarsi , e all’interno della metro c’e una piccola mostra fotografica con le cartine di quando erano state chiuse . Davvero interessante. E dato che non porta via molto tempo , credo sia una visita da non perdere. La salita alla terrazza è gratuita",Per non dimenticare..., 8 marzo 2019,feduccy,5.0,positive
3734,"Se devo essere sincera mi aspettavo di più. Sicuramente la zona è caratteristica ma non offre molto, se non una serie di innumerevoli locali, bar, pizzerie, ristoranti e pub.... Non fate la gita in barca... sconsigliatissima... un vero furto 14€ a persona per 50 min su una barca lentissima senza che venga spiegato nulla...",Deludente..., 26 aprile 2018,Diana N,2.0,negative
8708,"I mercati doveva essere il giorno che abbiamo visitato, ma erano così. Abbiamo anche fatto una gita in barca sul canale, che era rilassante, ma non c'è molto da vedere. Ci sono posti carini in cui mangiare qui ma non c'è molto altro da vedere. Abbastanza deluso con il nostro giorno, era abbastanza piacevole ma non era niente di speciale.",Navigli è una non da me., 16 maggio 2016,Rache24,2.0,negative
13187,Central park è una delle prime cose da visitare a new york. Anche se è al centro delle strade di manatthan è assolutamente silenzioso con solo il cinguettino tranquillo dei passerotti e le zampette degli scoiattoli. Stupendo,Davvero magnifico, 21 aprile 2016,Letizia L,5.0,positive
14722,"Una chicca, è la seconda volta che ci torniamo. E' la nostra piccola a sistina"". Chi non la ha mai vista ci deve andare assolutamente",Una chicca, 1 settembre 2018,_Fabio_018,5.0,positive
11380,"La struttura si presenta bella e maestosa, c’è davvero tanto ma proprio tanto da vedere, noi come scuola abbiamo commesso un enorme errore, ovvero quello di visitarlo senza una guida di conseguenza, gli alunni si sono subito annoiati e siano usciti dopo pochissimi minuti!",Viaggio d’istruzione, 30 aprile 2019,Massimiliano M,2.0,negative
4534,"Su questo tratto dell'originario muro, lungo poco più di un chilometro. Artisti più o meno famosi hanno disegnato murales che rappresentano la storia di Berlino e della Germania dell'ultimo secolo. I dipinti si susseguono alcuni coloratissimi altri in bianco-nero, alcuni comprensibili altri necessari di spiegazione. E' un discreto manufatto da visitare, soprattutto per gli amanti del genere.",Iconografia dei cambiamenti a Berlino, 3 febbraio 2020,Donato s,3.0,neutral
19727,"L’idea non è male, ma prima di portare i turisti forse sarebbe stato meglio sistemare gli argini. Si passa in mezzo a lavoro in corso, ferraglia e rottami di ogni genere. La spiegazione registrata è ridicola. Decisamente mal organizzato.. sconsiglio la spesa di 15 euro da spendere in qualche locale. Fate il giro a piedi, molto meglio!",Delusione, 19 agosto 2019,Elisa B,2.0,negative
18041,I navigli sono molto carini e piacevoli belli i locali che puoi trovare in zona ottimo posto dove fare un buon aperitivo e stare in compagnia ,Tipico milanese , 21 gennaio 2018,Pasquale P,3.0,neutral
11742,"Non sono molto appassionato dello stile classico dei dipinti raffiguranti, per la maggior parte, scene di quotidianità o ritratti!!!Non essendomi informato prima (mia ignoranza) mi aspettavo anche un po’ di arte moderna o astratta. Comunque, se si passano pochi giorni a Madrid è un giorno di questi dovesse piovere, lo consiglio!!!dico se dovesse piovere perché per me la città merita decisamente di più!!!",Se dovesse piovere...., 17 dicembre 2018,Emiliano,3.0,neutral
4634,"Purtroppo devo dire che mi ha deluso, pensavo di trovare un monumento più integro invece ho trovato solo un piccolo tratto di muro senza significato, non mi è piaciuto",RIMASTO POCO, 25 giugno 2018,GiuseppeN88,3.0,neutral
15960,MA PER FAVORE!!!! sono tornato dopo qualche anno e già  non mi avevano entusiasmato.Ero andato di sera e con i ristoranti aperti e la gente per strada era una bella vista .Bella ma nulla di che.Di sabato mattina,Ma per favore, 2 aprile 2022,soezo,2.0,negative
18050,"Un polmone verde in una città frenetica.Mi sono emozionata, mi sentivo dentro un filmAnimali che non avevo mai visto da vicino.",Dentro un film , 26 ottobre 2018,Madagascar,5.0,positive
4483,Bellissimo il naviglio di Milano.. bellussimo andarci ai navigli per aperitivi o cene... licali molto carini alla moda anche da queste parti...,Movida...., 17 febbraio 2019,Patrizia R,4.0,positive
6434,Non si può immaginare quanto sia grande questa oasi di verde nel centro di New York. Vale la pena trascorrere almeno un'intera giornata nel parco noleggiando le biciclette e girarlo nella sua interezza,Fantastico, 19 settembre 2018,Stefano T,5.0,positive
1204,"Luogo suggestivo e molto bello, troppo affollato di gente che rideva strillava e correva in un luogo che dovrebbe invece far riflettere.",Suggestivo , 23 luglio 2019,DeboraP,3.0,neutral
41,"Freedom. Un museo a cielo aperto..murales ,street art per la libertà e la pace.. No more walls ,freedom",No more walls, 28 febbraio 2019,AndreaM16192,5.0,positive
14392,"non mi ha entusiasmato più di tanto credevo meglio, poi sarà anche un caso di sera mi fa molta paura anche perché ho visto ragazzi poco raccomandabili aggirarsi nelle vicinanze. ",mi fa un po paura, 28 agosto 2015,Erasmo P,3.0,neutral
9259,Ero stata ai Navigli diversi anni fa e fu un'esperienza alquanto deludente direi...tornata in questi giorni di festività natalizie ho avuto una piacevole sorpresa un luogo incantevole un po vintage dove perdersi senza il caos dei turisti consiglio una sosta pranzo o aperitivo ad Officina 12 un locale dove la vecchia Milano incontra lo stile moderno da non perdere!,Una scoperta, 4 gennaio 2020,DomenicaSerroni,5.0,positive
13342,"Chi va a Berlino,non può perdersi questa escursione.Per me è stata bellissima,non importa il tempo che si perde per registrarsi e prenotare la visita.Il parlamento  ha alla cima una cupola di vetro trasparente  da cui vedere Berlino a 360 gradi e con le audioguide puoi scoprire tanti luoghi o particolari di questa città.",Escursione  da non perdere, 18 maggio 2019,maria antoniett... b,5.0,positive
19562,"Bellissimo e grande ! Sembra non finire mai, tutto molto caro nello stile new York ! Verdissimo e soleggiato , proprio come bei film ! ",Da sogno, 29 ottobre 2017,Tammitammaran,5.0,positive
6385,Visita con immagini e documenti storici L unica pecca era solo in inglese e tedesco L immagini però parlavano da sole ,Storia di Berlino, 17 gennaio 2017,patrical70,2.0,negative
7578,"Il Duomo fa sempre un certo effetto, stupendo. Il posto é sempre affollato ed é normale. Consiglio di farci un salto!",Spettacolo, 31 marzo 2019,Isabella G,4.0,positive
16428,"Bellissima la visuale dall’alto di Milano, ma pessima la scelta di far pagare il biglietto A prezzo pieno quando metà della struttura è inaccessibile per via dei lavori in corso.",Metà duomo chiuso per lavori, 20 marzo 2019,Veronica P,2.0,negative
12396,Sono rimasto deluso dalla visita. Vista in TV me la aspettavo molto diversa più storica... peccato l'impatto non mi ha dato sensazioni particolari. ,Deluso, 1 aprile 2023,GianlucaB-CristinaG,3.0,neutral
15575,"Il museo è molto grande ma già dalla fila di ingresso ti rendi conto della scarsa organizzazione. Noi avevamo già acquistato il pass art che consente l’accesso salta coda a questo museo + il reina Sofia + thissen. Negli altri due tutto ok ma qui abbiamo comunque dovuto fare una fila X farci timbrare i biglietti. Non parliamo della fila al guardaroba sia per depositare che per ritirare (fila unica!). Ma la cosa peggiore è sicuramente la mancanza di un itinerario da seguire, il museo è grande e rischi di perderti delle opere importanti. Vale la pena di andare comunque, non fosse altro per la magnificenza opera di Bosch!",Museo dispersivo e poco organizzato , 13 marzo 2018,PrendereilVolo,3.0,neutral
14180,"La movida a Milano si muove molto tra i Navigli e se volete locali questa è una delle zone da vedere, anche se a mio parere architettonicamente il posto è quasi squallido.Per giovani",Movida, 15 ottobre 2015,Theredand,3.0,neutral
295,Tappa obbligatoria per chi visita new york... consigliamo di fittare una bici (se ne trovano parecchie nei pressi del parco) in modo da poterlo vedere tutto... si estende per parecchi km;,che spettacolo!, 26 novembre 2015,giamega,5.0,positive
9588,"Nulla di entusiasmante. Un luogo di evasione dal caos del centro con molti locali per un aperitivo o per un pranzo/cena. Luogo che, tolti i locali, ho trovato triste.",Delusione, 31 ottobre 2021,Jessica G,2.0,negative
5462,"Ci siamo capitati per caso una mattina passeggiando a zonzo per la città,  sarà che era inverno, ma acqua non ce ne era, in compenso c'erano un sacco di rifiuti,  altro che Napoli!",deludente, 2 dicembre 2014,r3ziel,2.0,negative
532,"Il percorso illustra come Gestapo e SS abbiano deliberatamente usato il terrore come strumento politico. L'esposizione è interessante, però potrebbe essere organizzata meglio. Ci sono audioguide in italiano, ma è piuttosto complicato capire a cosa si riferiscono i diversi punti. Sui pannelli ci sono dei numeri, ma non sono gli stessi cui fa riferimento l'audioguida, che inoltre illustra solo una parte dal molto materiale fotografico esposto.  Viene distribuito un depliant che dovrebbe spiegare come muoversi, ma é anch'esso confuso. Detto ciò, la presenza dell'audioguida è comunque lodevole, l'esposizione ampia ed utile. ",Interessante, 16 luglio 2018,Roberta C,3.0,neutral
3427,"Pomeriggio a Central Park in bici a noleggio. Fantastico posto dove trascorrere momenti piacevoli e di relax al di fuori della metropoli.Persone a passeggio, persone in bici, di corsa, oppure sdraiati a prendere il sole o a fare un pic-nic. Stupendo, pulitissimo, molto curato, sorvegliato da decine di pattuglie di polizia. Avremmo voluto poter stare piu tempo in quell oasi di relax",Un isola di verde nel mezzo della metropoli, 9 giugno 2019,Alex T,5.0,positive
18803,In realtà ci troviamo di fronte ad un pezzo di muro e null'altro ma che comunque rappresenta la recente storia di questa città. La cosa che non mi è piaciuta è che diventa tutto un po' come un parco divertimenti.Vi sono altre cose interessanti da vedere ... meglio dedicare più tempo a quelle.,Tristezza e riflessione !, 2 ottobre 2018,Paolo Ivo P,3.0,neutral
19050,"Fulcro della movida meneghina questa zona restaurata in modo stupendo, risale al XV secolo quando il duca di Milano Ludovico Sforza li fece costruire con lo scopo di permettere il raggiungimento della città sia dal Ticino che dall'Adda.Queste vie d'acqua furono progettate con un sistema di chiuse da Leonardo da Vinci per ovviare al problema del dislivello dei terreni e rendere così possibile la navigazione. Con lo sviluppo delle ferrovie la zona perse d'importanza ma negli ultimi decenni è tornata in auge con la nascita di locali molto frequentati sia dai milanesi che dai turisti. Il sabato vi si svolge la fiera di Sinigallia e ogni ultima domenica del mese un mercato dell'antiquariato molto amato dai milanesi e dai collezionisti.I navigli meritano una visita non solo la sera.",La movida meneghina, 7 settembre 2015,Denis V,5.0,positive
9895,"Sconsiglio la visita perché priva di qualsiasi contenuto culturale, estetico e turistico.Fate altro",Totalmente inutile, 25 agosto 2019,Alessandro G,1.0,negative
4279,"Girato più volte nel nostro soggiorno in città; che dire, uno spettacolo. Un'area verde immersa nella città. Oltre agli infiniti giri a piedi che si possono fare, consiglio il giro in bici: sicuro, la strada circonda il parco e lo si riesce a girare tutto senza problemi. Quando avrò l'occasione di tornare a New York, sicuramente passerò molto tempo in questo fantastico parco.",Pedalata nel verde di New York, 29 settembre 2021,V3rd3ram3,5.0,positive
11070,Non organizzati per ricevere un pubblico Per entrare abbiamo fatto una fila di più di un oraNon ne vale la pena per quello che ti fanno vedere ,Da rinunciare , 16 gennaio 2019,Fabio G,1.0,negative
17208,"Sono tornato alcuni giorni fa a rivedere questo capolavoro milanese.La sua facciata abbastanza anonima non lascia intendere cosa c'è nell'interno di questa chiesa cinquecentesca che faceva parte pel più grande monastero femminile di Milano, di suore benedettine di clausura.Infatti la chiesa è divisa da un muro in due parti, una esterna, cui accedevano i fedeli, e una interna riservata alle suore, che assistevano alle funzioni attraverso una grata e ricevevano la Comunione per uno sportelo nel muro.La bellezza sta nel fatto che ogni centimetro quadro delle pareti interne è completamente affrescato da Bernardino Luini (che fu il principale allievo di Leonardo) dai suoi figli e dai suoi allievi.Nella sala dei fedeli le immagini sono religiose, mentre nella sala delle suore, nella quale si trovano un bellissimo coro in legno e un organo, prevalgono immagini di quella natura cui le suore, entrando in clausura, avevano rinunciato.Un particolare curioso: nella sala delle suore, in una cappella laterale, si trovano tre immagini dell'Arca di Noè; in quella della salita sull'Arca delle coppie di animali, si notano tre cani. Bernardino Luini amava dipingere in un angolo dei suoi dipinti un cagnolino, che era un po' il suo logo. Così in questo affresco di cani ce ne sono tre!Assolutamente da vedere, tanto più che la chiesa è tenuta aperta gratuitamente dai volontari del TCI.",Un vero capolavoro, 24 dicembre 2022,Stefano91,5.0,positive
230,"Mostra storica sulla polizia segreta nazista nel sito del Quartier generale della Gestapo, ove restano solo parti di muro.",Straziante, 5 giugno 2017,franco,3.0,neutral
19299,"Ero stato molte volte a Milano ma quasi sempre di corsa e per lavoro per cui non avevo mai potuto soffermarmi a visitare i tanto decantati Navigli con la loro ""atmosfera magica"". Ci sono stato qualche giorno fa spinto dalla curiosità ed approfittando di due orette inaspettatamente libere da impegni ed con grande delusione mi sono reso conto che non mi ero perso assolutamente nulla. È incredibile come un posto che ha avuto tanto rilievo nella storia di Milano sia lasciato nel più totale degrado, ridotto come è ad un fosso di acqua putrida e piena di rifiuti, a tratti maleodorante e circondato sui due lati da locali semi chiusi e mal scombinati, frequentati da qualche turista che vi si avventuri. Si stenta a credere che la zona sia il cuore della vecchia Milano decantato dalla stampa e dalle leggende metropolitane. ",Un rigagnolo sporco , 22 marzo 2015,Nicola B,1.0,negative
7204,"Per chi ama l'arte e apprezza le bellezze del nostro Paese, non può non rinunciare a cinque minuti di shopping per fare tappa in questa nascosta Chiesa in Corso Magenta. L'apparenza inganna in quanto solo entrando si può apprezzare la bellezza di questo gioiellino ristrutturato per venti anni: affreschi in ogni dove che nemmeno il Duomo. All'interno siamo stati anche accolti dalle spiegazioni dei volontari del touring club!",Sorpresa a Milano!!!, 7 febbraio 2016,GiacomoB90,5.0,positive
7249,"Tappa obbligata , assolutamente da fare se si visita milano.Luogo suggestivo, ideale per una lunga passeggiata, per un buon aperitivo, street food o per cenare in locali alla moda che offrono sia cibo tipico milanese che internazionale.",La milano che non ti aspetti , 4 maggio 2018,Francesca B,5.0,positive
1666,"bello ma mancano i controlli, non è rispettato come dovrebbe. Viene usato per bivaccare e mancano i controlli",bello, 24 giugno 2022,Gabry79_Mi,3.0,neutral
11305,"Pagato per visita completa compreso le terrazze per poi trovare chiuso. Nemmeno un avviso prima di pagare, se lo avessi saputo non sarei entrata",Scorrettezza, 11 dicembre 2021,Tania G,2.0,negative
1058,Abbiamo affittato 4 bici per 2 ore ($40+tasse) con le quali abbiamo girato tutto il parco.  Per pranzo ci siamo fermati sotto un albero sulle copertine che ci eravamo portato per un tipico pic nic nel parco. Affittare le bici è una buona modalità per vedere central park. ,Un parco unico!!!, 31 agosto 2017,Fabrizio S,5.0,positive
16031,"Visitare questo luogo mi ha creato una lunga serie di emozioni...ribrezzo, odio, vergogna, incredulità, dolore, disprezzo... Le immagini non lasciano spazio a nulla. Questa è la dura realtà. Ammirate di che cosa gli uomini sono capaci. Questo è un pezzo di storia che dovrebbe essere rappresentato in tutte le parti del mondo e non solo a Berlino e sui libri di scuola, che la maggior parte di noi non ha terminato di studiare.",Immonda umanità, 23 aprile 2019,MissChain,5.0,positive
7213,Il Navilgi è uno dei miei quartieri preferiti di Milano! I ristoranti e i negozietti lungo il canale sono incantevoli e l'atmosfera è fantastica e rilassata. Visita è un must!!,Quartiere preferiti, 27 giugno 2016,Kalamakia,5.0,positive
4851,"Ho visitato il posto a circa 4-5 pm sperando di soggiorno c'e prendere un giro in battello del canal grande fino alla vita notturna calci in, ma appena abbiamo raggiunto ci, cambiato tutto. Il canale era molto sporco e il tempo era super bollente lasciando noi senza nulla da fare a tutti grazie al quale abbiamo dovuto lasciare.Consiglierei una visita al Lago di Como/Lugano invece.",Penoso!!!, 3 ottobre 2018,unlimiteddreamz26,1.0,negative
10926,"L ho visitata perche al primo posto di tripadvisor.Io non ci ho trovato niente di magnifico, tenuta malissimo e poco curata.Fatemi il piacere tutte recensioni fasulle mi sa",Mahhh come faccia a stare al primo posto, 10 dicembre 2018,Paoloravenna76,1.0,negative
9227,Imperdibili i Navigli la sera :suggestiva location rivalorizzata in occasione dell Expo  con locali di tendenza per giovani e non solo ;ieri sera quasi deserto nonostante le 23 forse perché giornata di metà settimana ... con poca gente devo dire ancora più belli Sembra di essere nel nord Europa ... rilassante passeggiata serale da consigliare appunto in ore meno frequentate dalla movida del sabato sera ..,Milano da bere , 25 gennaio 2019,lullina9,5.0,positive
1947,Una visita più unica che rara. Un monumento storico. L unica pecca  su tutto è  il prezzo. Un po troppo elevato e la code chilometrica ,Spettacolare, 7 maggio 2019,x89massigenoa,3.0,neutral
18922,Se avete poco tempo a disposizione potete farne a meno. C'è ben poco da vedere o visitare...giusto qualche fotografia che vi racconta cosa ci fosse.,Giusto per una passeggiata...., 7 maggio 2018,lux1 c,2.0,negative
5360,"Sabato sera sui navigli, se hai superato i 20 anni non è il posto adatto a te. Ero con un'amica e ci siamo sentite come due nonne ahaha  Comunque sia, l'atmosfera è piacevole perchè incontri moltissimi giovani, fuori e dentro ai locali.Profumo di erba in diversi punti dei navigli.",Serata fra giovanissimi, 14 febbraio 2017,Paola C,3.0,neutral
17999,Il museo del Prado é uno dei più grandi di Europa. Onestamente non sono rimasto colpito dai quadri mi aspettavo di più. Museo gigantesco dove é difficile orientarsi. Non mi é piaciuto,Non mi é piaciuto, 3 novembre 2018,misterdolce,1.0,negative
16981,Molto belli i murales. Consiglio di fittare le Bici e vederli camminando. Celebre il murales del bacio. Comodo anche per rilassarsi e bere qualcosa lungo il fiume.,Bello, 8 aprile 2019,nicolamigliore,5.0,positive
17889,Ci siamo diretti verso la topografia del terrore dopo la delusione del checkpoint Charlie. Questa esposizione gratuita merita di essere vista perché raccoglie fotografie storiche sul periodo del terzo Reich con la spiegazione di ciò che rappresentano nonché documenti e plastici di come la spianata (che oggi ospita il museo) era occupata dagli edifici che opitavano il quartier generale della Gestapo e delle SS. Da evitare se non si parla né tedesco né inglese,Molto interessante, 26 gennaio 2018,SabinaHet,4.0,positive
18567,Per arrivarci se sbagli strada dalla metro Romolo ti trovi in un brutto quartiere.Troppo turistico sporco mi dispiace ma non mi sono trovata a mio agio,Sono rimasta delusa, 26 settembre 2019,Raffaella D,2.0,negative
7527,Museo immenso con quadri di immenso valore. Ci siamo organizzati prima per vedere le cose che più ci interessavano perché è davvero grande e dispersivo. Purtroppo anche trovare quello che si cerca diventa un po’ complicato. Peccato anche che i quadri non si possano fotografare. Se si è a Madrid è comunque da vedere.,Da vedere, 6 dicembre 2022,Vally_e_Pier,3.0,neutral
15286,Ci sono un paio di canali in questa zona. La Grande è il più trafficato e uno più vivace mentre il Pavese è più calmo. Si tratta di una zona fantastica di Milano e ci torneremo qui la prossima volta. Non dimenticate il po di foto con lo squalo sotto il ponte!,Ottimo posto!, 11 novembre 2012,🛶🏕🍷🍸🍹,5.0,positive
7843,A livello di impatto e di storia nulla da dire. Certo non è un monumento per cui organizzare il viaggio,Storia mondiale, 14 maggio 2019,Pd_rules,3.0,neutral
6379,così si evitano le code e si può entrare senza problemi. La vista non è il massimo ma certo dall'alto vedi parte della città e del parco...  con l'audioguida si riescono ad avere info interessanti sulla storia del parlamento.,prenotare on line è meglio, 20 maggio 2019,235paolop,3.0,neutral
2350,"Bellissimo iconico da vedere e visitare assolutamente se si è a Milano, però far pagare 10€ per il biglietto per salire sul tetto a piedi con scale claustrofobiche mi sembra davvero eccessivo",Bello iconico e maestoso ma soprattutto costoso!, 18 giugno 2021,Alessandro C,2.0,negative
13585,"Abbiamo prenotato sul web con largo anticipo questa visita ben organizzata alla cupola e alla terrazza del Parlamento della Germania.Dall'alto del Palazzo si scattano ottime foto panoramiche di Berlino.In stile neo-rinascimentale, costruito verso la fine dell'Ottocento, l'edificio mostra la sua maestosità e da subito colpisce per la sua importanza storica, anche se non lo si conosce.Emozionante la scritta con la dedica al popolo tedesco. ",Dem Deutschen Volke, 14 agosto 2019,Claudio A.,5.0,positive
707,"Viva Milano, forza inter. Il duomo è un autentico spettaccolo. Viva l’ italia🇮🇹🇮🇹. Viva il paese più bello del mondo ",Bellissimo, 4 agosto 2019,Francho,5.0,positive
6427,"Anche se avevo letto di questa opera e degli scopi e finalita'del suo creatore, devo per onesta' ammettere che non mi ha provocato alcuna sensazione il visitarlo e il percorre gli stretti corridoi del dedalo.Diversamente dalle sensazioni che invece provoca il Museo del Giudaesimo se visitate il giardino interno e la camera dei vuoti (voids)",NESSUNA SENSAZIONE PARTICOLARE!!, 4 agosto 2019,massimiliano m,2.0,negative
10883,"Bellissimo, enorme, molto ordinato, molto caotico, merita assolutamente passarci una giornata. Il giro in bicicletta è da consigliare. Molto bello mangiare sui prati e assistere agli allenamenti di baseball. ",Meraviglioso, 25 settembre 2015,Donatella L,5.0,positive
64,"Un'oasi di pace nel caos di New york, il tempo qui passa sempre troppo in fretta. Un posto veramente incantevole dove mangiare, riposarsi, passeggiare e rilassarsi",Relax, 8 gennaio 2016,Federica8431,5.0,positive
899,"Il museo, è composto da dei pannelli che spiegano in tedesco ed inglese la storia del muro, anche raccontata dai cittadini di Berlino con numerosi cimeli; purtroppo i commenti audio sono solo in tedesco ed il percorso non è propriamente lineare. Si può poi salire sulla terrazza panoramica che affaccia sul troncone di muro lasciato in piedi, in cui si vede il corridoio che divideva la città. Il memoriale ricorda quanti muri sono ancora in piedi e quanti si continuano a costruire. Berlino era la quinta essenza della guerra fredda, periodo storico che ha segnato la vita di milioni di persone in tutto il mondo, non solo tedesche; sarebbe auspicabile fornire audio guide in tutte le lingue per capire nel dettaglio il significato del muro. ","Tappa obbligata, ma...", 24 febbraio 2018,Daniela-Carlo_Udine,3.0,neutral
11915,Parco immenso al centro di New York ben tenuto e molto frequentato nel periodo estivo. Nulla di diverso dai nostri parchi urbani se non per la caratteristica di essere circondato dai grattacieli. Comunque da visitare,Bello per la posizione, 14 gennaio 2018,Pietro C,3.0,neutral
9513,"Central park è un vero spettacolo, i colori autunnali sono meravigliosi! È stata una vera emozione passeggiare tra i sentieri e incontrare tanta gente, le persone sono incredibilmente gentili e disponibili. Il fine settimana poi si riempie di gente di ogni tipo, piccoli gruppi di ballo e artisti di strada fenomenali. Ne vale la pena veramente, un vero sogno",Autunno a Central Park, 26 dicembre 2016,Giusi P,3.0,neutral
8226,Seguire i canali magari mangiando un boccone o bevendo una birra è un'esperienza da fare se si passa da Milano. Sabato sera davvero troppo affollato.Fatevi raccontare la storia dei canali e Leonardo da qualche gentile locandiere,Da provare, 16 dicembre 2018,G. T. R.,4.0,positive
18923,"E l'attrattiva dov'è? Andati per apericena su consiglio di amici milanesi,arriviamo di sabato sera e troviamo uno spettacolo desolante fatto di quattro gatti per strada (ore 21), naviglio vuoto e puzzolente, umidità e locali tutti praticamente vuoti. I camerieri e pr che ti tormentano per strada per farti entrare in locali decadenti, mal tenuti e con dei buffet che sanno di avanzi della cena di Natale... troviamo alla fine un locale con qualche persona in più dov'è comunque l'offerta di cocktails è scarsa e non giustifica l'essere arrivati fino a li...boh, forse è finita l'epoca del naviglio da bere. Delusione.",boh...!, 5 gennaio 2015,Sultansalmon,1.0,negative
17282,"Mi e' piaciuto molto, peccato che non ci sia una audioguida in italiano che magari traduca quanto scritto in inglese/tedesco.... credo fossimo gli unici italiani, quasi tutti tedeschi che lo visitavano.",molto interessante..., 17 aprile 2018,OCCHIVERDI77,3.0,neutral
15992,"Ci sono alcune pizzerie che sono eccezionali, è piacevole fare una passeggiata, soprattutto in primavera perché in estate ci sono un sacco di zanzare e la vostra passeggiata non è così piacevole come sarebbe.",Splendido posto a piedi, 24 giugno 2013,domerol,4.0,positive
12346,"Immancabile la tappa presso la “Porta di Brandeburgo” essendo il monumento più famoso di Berlino, conosciuto in tutto il mondo.Situato nel quartiere di Mitte è impossibile non notarlo con i suoi 65 metri di lunghezza e 26 di altezza.Se andate e Berlino non potete perdere questo capolavoro!!",Tappa fissa., 14 agosto 2019,Tamburini Gabriele,5.0,positive
2767,"Deludente rispetto a altri memoriali... non esprime x nulla quello che è stato l‘olocausto ... e secondo me anche poco rispettato dalla gente, visto che ho notato  molti salire sopra questi cubi di cemento x fare delle foto... ",Deludente.., 9 febbraio 2019,etom1020,3.0,neutral
10598,"La east side gallery e’ quella che tutto definiscono una galleria a cielo aperto . Quello che è rimasto del muro e’ lungo circa un km , la parte interna e’ piena di graffiti un po’ pasticciato , la parte che da sulla strada e’ piena di murales , tra cui il famoso “ bacio”. Ogni murales e’ una sorta di rappresentazione delDolore , della guerra , del sentire quel dramma da parte dei  berlinesi . Esperienza sicuramente da fare.",Da vedere ..., 29 agosto 2019,maleficent,5.0,positive
17558,Museo immenso con milioni di opere assolutamente da vedere! imperdibile.Mi è dispiaciuto solo il fatto che non si potesse fotografare assolutamente niente!,Da non perdere, 23 febbraio 2018,pibru,5.0,positive
5872,fantastica chiesetta nascosta e sconosciuta con un coro dipinto da far venire i brividi. una delle bellezze da scoprire a Milano,un'armonia di colori, 29 ottobre 2018,Giulia B,5.0,positive
1547,"Attrazione veloce da visitare, è una terrazza dalla quale si può vedere l'area all'interno del muro. Fa parte del tour ""muro di berlino""",Vista sulla striscia della morte, 27 dicembre 2016,Nicola F,3.0,neutral
